satisfaction,Gender,CustomerType,Age,TypeofTravel,Class,FlightDistance,DepartureDelayinMinutes,ArrivalDelayinMinutes
dissatisfied,Female,LoyalCustomer,40,Businesstravel,Eco,1862,0,0
dissatisfied,Female,LoyalCustomer,40,Businesstravel,Eco,1704,0,0
satisfied,Female,LoyalCustomer,40,Businesstravel,EcoPlus,1284,0,0
dissatisfied,Female,LoyalCustomer,42,Businesstravel,Business,2352,11,0
dissatisfied,Male,LoyalCustomer,68,Businesstravel,Business,478,0,0
dissatisfied,Male,LoyalCustomer,46,Businesstravel,Business,2905,0,0
dissatisfied,Female,LoyalCustomer,43,Businesstravel,Business,1897,2,0
dissatisfied,Male,LoyalCustomer,46,Businesstravel,Business,2110,0,0
satisfied,Female,LoyalCustomer,41,Businesstravel,Business,1850,0,0
dissatisfied,Female,LoyalCustomer,77,Businesstravel,Business,2015,0,0
satisfied,Female,LoyalCustomer,41,Businesstravel,Business,1845,0,0
satisfied,Female,LoyalCustomer,59,Businesstravel,Business,3185,6,0
satisfied,Male,LoyalCustomer,39,Businesstravel,EcoPlus,2369,0,0
dissatisfied,Male,LoyalCustomer,39,Businesstravel,Eco,1583,0,0
dissatisfied,Male,LoyalCustomer,39,Businesstravel,EcoPlus,2046,1,0
dissatisfied,Female,LoyalCustomer,39,Businesstravel,EcoPlus,1478,0,0
dissatisfied,Male,LoyalCustomer,39,Businesstravel,Eco,1230,0,0
satisfied,Female,LoyalCustomer,39,Businesstravel,EcoPlus,901,0,0
satisfied,Male,LoyalCustomer,39,Businesstravel,Eco,1342,0,0
satisfied,Male,LoyalCustomer,21,Businesstravel,Business,3698,0,0
satisfied,Female,LoyalCustomer,37,Businesstravel,Business,486,0,0
satisfied,Female,LoyalCustomer,44,Businesstravel,Business,2859,0,0
dissatisfied,Female,LoyalCustomer,51,Businesstravel,Business,2408,0,0
dissatisfied,Female,LoyalCustomer,56,Businesstravel,Business,1667,0,0
satisfied,Female,LoyalCustomer,43,Businesstravel,Business,444,0,0
dissatisfied,Male,LoyalCustomer,55,Businesstravel,Business,3432,0,0
dissatisfied,Female,LoyalCustomer,32,Businesstravel,Business,2090,0,0
satisfied,Male,LoyalCustomer,59,Businesstravel,Business,3961,0,0
dissatisfied,Male,LoyalCustomer,43,Businesstravel,Business,2208,0,0
dissatisfied,Female,LoyalCustomer,34,Businesstravel,Business,460,0,0
satisfied,Female,LoyalCustomer,61,Businesstravel,Business,428,0,0
satisfied,Male,LoyalCustomer,42,Businesstravel,Business,427,0,0
dissatisfied,Male,LoyalCustomer,55,Businesstravel,Business,2799,11,0
satisfied,Male,LoyalCustomer,49,Businesstravel,Business,2302,6,0
satisfied,Female,LoyalCustomer,38,Businesstravel,EcoPlus,1960,15,0
satisfied,Male,LoyalCustomer,38,Businesstravel,Eco,1821,0,0
satisfied,Male,LoyalCustomer,58,Businesstravel,Business,434,2,0
satisfied,Female,LoyalCustomer,44,Businesstravel,Business,3824,0,0
satisfied,Female,LoyalCustomer,58,Businesstravel,Business,407,0,0
satisfied,Female,LoyalCustomer,44,Businesstravel,Business,3403,0,0
dissatisfied,Female,LoyalCustomer,37,Businesstravel,Eco,2772,0,0
dissatisfied,Female,LoyalCustomer,37,Businesstravel,Eco,2428,0,0
satisfied,Female,LoyalCustomer,37,Businesstravel,Eco,2034,0,0
satisfied,Male,LoyalCustomer,37,Businesstravel,Eco,1580,0,0
satisfied,Male,LoyalCustomer,37,Businesstravel,Eco,1001,0,0
satisfied,Male,LoyalCustomer,52,Businesstravel,Business,429,0,0
satisfied,Male,LoyalCustomer,39,Businesstravel,Business,3731,0,0
satisfied,Female,LoyalCustomer,52,Businesstravel,Business,409,0,0
satisfied,Female,LoyalCustomer,52,Businesstravel,Business,2281,0,0
satisfied,Female,LoyalCustomer,57,Businesstravel,Business,2348,0,0
satisfied,Female,LoyalCustomer,36,Businesstravel,Eco,2019,1,0
dissatisfied,Female,LoyalCustomer,36,Businesstravel,Eco,2264,0,0
satisfied,Female,LoyalCustomer,36,Businesstravel,Eco,1905,0,0
satisfied,Female,LoyalCustomer,49,Businesstravel,Business,410,0,0
dissatisfied,Male,LoyalCustomer,22,Businesstravel,Business,2951,0,0
satisfied,Female,LoyalCustomer,53,Businesstravel,Business,2508,7,0
dissatisfied,Female,LoyalCustomer,40,Businesstravel,Business,2655,0,0
satisfied,Male,LoyalCustomer,51,Businesstravel,Business,377,0,0
dissatisfied,Male,LoyalCustomer,32,Businesstravel,Business,3745,0,0
satisfied,Male,LoyalCustomer,48,Businesstravel,Business,3619,0,0
satisfied,Male,LoyalCustomer,41,Businesstravel,Business,394,0,0
satisfied,Female,LoyalCustomer,58,Businesstravel,Business,407,0,0
dissatisfied,Female,LoyalCustomer,54,Businesstravel,Business,2004,0,0
dissatisfied,Female,LoyalCustomer,23,Businesstravel,Business,1928,0,0
satisfied,Male,LoyalCustomer,35,Businesstravel,EcoPlus,2646,0,0
dissatisfied,Female,LoyalCustomer,35,Businesstravel,EcoPlus,1359,0,0
satisfied,Female,LoyalCustomer,35,Businesstravel,EcoPlus,2057,0,0
satisfied,Female,LoyalCustomer,35,Businesstravel,Eco,1479,0,0
satisfied,Male,LoyalCustomer,35,Businesstravel,Eco,1261,8,0
dissatisfied,Male,LoyalCustomer,35,Businesstravel,Eco,1754,0,0
satisfied,Female,LoyalCustomer,33,Businesstravel,Business,392,0,0
satisfied,Male,LoyalCustomer,34,Businesstravel,Business,2717,0,0
satisfied,Male,LoyalCustomer,36,Businesstravel,Business,397,0,0
dissatisfied,Female,LoyalCustomer,49,Businesstravel,Business,3269,0,0
dissatisfied,Female,LoyalCustomer,39,Businesstravel,Business,2149,0,0
dissatisfied,Male,LoyalCustomer,34,Businesstravel,EcoPlus,3052,4,0
dissatisfied,Female,LoyalCustomer,34,Businesstravel,EcoPlus,1450,0,0
dissatisfied,Male,LoyalCustomer,34,Businesstravel,Eco,1654,0,0
dissatisfied,Female,LoyalCustomer,20,Businesstravel,Business,2897,2,0
dissatisfied,Male,LoyalCustomer,33,Businesstravel,EcoPlus,2115,0,0
dissatisfied,Female,LoyalCustomer,33,Businesstravel,EcoPlus,2100,0,0
dissatisfied,Male,LoyalCustomer,33,Businesstravel,Eco,2035,0,0
dissatisfied,Male,LoyalCustomer,33,Businesstravel,Eco,1534,1,0
dissatisfied,Male,LoyalCustomer,37,Businesstravel,Business,375,0,0
dissatisfied,Female,LoyalCustomer,32,Businesstravel,EcoPlus,2634,1,0
dissatisfied,Female,LoyalCustomer,32,Businesstravel,Eco,2601,0,0
dissatisfied,Female,LoyalCustomer,56,Businesstravel,Business,2597,0,0
dissatisfied,Female,LoyalCustomer,31,Businesstravel,EcoPlus,1704,0,0
dissatisfied,Male,LoyalCustomer,33,Businesstravel,Business,1250,0,0
dissatisfied,Female,LoyalCustomer,30,Businesstravel,EcoPlus,1929,0,0
dissatisfied,Male,LoyalCustomer,23,Businesstravel,Business,1797,0,0
dissatisfied,Male,LoyalCustomer,51,Businesstravel,Business,2043,0,0
dissatisfied,Female,LoyalCustomer,51,Businesstravel,Business,295,0,0
dissatisfied,Male,LoyalCustomer,46,Businesstravel,Business,1889,0,0
dissatisfied,Male,LoyalCustomer,27,Businesstravel,Eco,2138,0,0
dissatisfied,Male,LoyalCustomer,51,Businesstravel,Business,3816,0,0
dissatisfied,Female,LoyalCustomer,26,Businesstravel,EcoPlus,2274,0,0
dissatisfied,Female,LoyalCustomer,41,Businesstravel,Business,3674,0,0
dissatisfied,Female,LoyalCustomer,61,Businesstravel,Business,2196,0,0
dissatisfied,Female,LoyalCustomer,25,Businesstravel,Eco,1779,0,0
dissatisfied,Male,LoyalCustomer,28,Businesstravel,Business,3204,0,0
dissatisfied,Male,LoyalCustomer,70,Businesstravel,Business,1593,0,0
dissatisfied,Female,LoyalCustomer,52,Businesstravel,Business,224,0,0
dissatisfied,Female,LoyalCustomer,51,Businesstravel,Business,216,0,0
dissatisfied,Male,LoyalCustomer,52,Businesstravel,Business,2369,0,0
dissatisfied,Male,LoyalCustomer,18,Businesstravel,Business,4201,0,0
dissatisfied,Female,LoyalCustomer,40,Businesstravel,Business,86,0,0
dissatisfied,Female,LoyalCustomer,80,Businesstravel,EcoPlus,529,3,0
dissatisfied,Male,LoyalCustomer,79,Businesstravel,EcoPlus,1869,0,0
dissatisfied,Male,LoyalCustomer,79,Businesstravel,EcoPlus,1298,0,0
dissatisfied,Female,LoyalCustomer,79,Businesstravel,EcoPlus,317,0,0
dissatisfied,Male,LoyalCustomer,78,Businesstravel,Eco,1284,0,0
dissatisfied,Female,LoyalCustomer,78,Businesstravel,Eco,300,0,0
dissatisfied,Female,LoyalCustomer,51,Businesstravel,Business,2958,0,0
dissatisfied,Female,LoyalCustomer,53,Businesstravel,Business,2904,0,0
dissatisfied,Female,LoyalCustomer,77,Businesstravel,Eco,1466,0,0
dissatisfied,Female,LoyalCustomer,77,Businesstravel,Eco,262,0,0
satisfied,Female,LoyalCustomer,37,Businesstravel,Business,2762,0,0
satisfied,Female,LoyalCustomer,45,Businesstravel,Business,2734,0,0
satisfied,Female,LoyalCustomer,40,Businesstravel,Business,2723,17,0
dissatisfied,Male,LoyalCustomer,75,Businesstravel,EcoPlus,1279,0,0
dissatisfied,Female,LoyalCustomer,45,Businesstravel,Business,2723,0,0
dissatisfied,Male,LoyalCustomer,74,Businesstravel,Eco,1747,0,0
dissatisfied,Female,LoyalCustomer,51,Businesstravel,Business,2664,0,0
satisfied,Male,LoyalCustomer,42,Businesstravel,Business,2645,0,0
dissatisfied,Male,LoyalCustomer,41,Businesstravel,Business,2651,30,0
dissatisfied,Female,LoyalCustomer,38,Businesstravel,Business,2657,0,0
dissatisfied,Male,LoyalCustomer,47,Businesstravel,Business,2660,0,0
dissatisfied,Male,LoyalCustomer,72,Businesstravel,Eco,2487,0,0
dissatisfied,Male,LoyalCustomer,72,Businesstravel,Eco,2238,0,0
dissatisfied,Female,LoyalCustomer,72,Businesstravel,EcoPlus,622,0,0
dissatisfied,Male,LoyalCustomer,72,Businesstravel,Eco,1820,0,0
dissatisfied,Male,LoyalCustomer,72,Businesstravel,Eco,1422,0,0
satisfied,Female,LoyalCustomer,57,Businesstravel,Business,2600,0,0
dissatisfied,Male,LoyalCustomer,71,Businesstravel,Eco,2834,0,0
dissatisfied,Female,LoyalCustomer,71,Businesstravel,Eco,527,0,0
dissatisfied,Female,LoyalCustomer,71,Businesstravel,Eco,367,0,0
dissatisfied,Female,LoyalCustomer,71,Businesstravel,Eco,267,0,0
dissatisfied,Female,LoyalCustomer,71,Businesstravel,Eco,236,0,0
dissatisfied,Female,LoyalCustomer,71,Businesstravel,Eco,57,5,0
dissatisfied,Male,LoyalCustomer,51,Businesstravel,Business,2635,3,0
satisfied,Female,LoyalCustomer,39,Businesstravel,Business,2608,0,0
dissatisfied,Female,LoyalCustomer,36,Businesstravel,Business,2635,0,0
dissatisfied,Female,LoyalCustomer,35,Businesstravel,Business,2594,0,0
dissatisfied,Female,LoyalCustomer,70,Businesstravel,Eco,1562,6,0
dissatisfied,Male,LoyalCustomer,70,Businesstravel,Eco,1433,0,0
dissatisfied,Male,LoyalCustomer,70,Businesstravel,Eco,1606,0,0
dissatisfied,Male,LoyalCustomer,46,Businesstravel,Business,2612,0,0
dissatisfied,Male,LoyalCustomer,25,Businesstravel,Business,3913,0,0
satisfied,Male,LoyalCustomer,31,Businesstravel,Business,3605,3,0
dissatisfied,Female,LoyalCustomer,72,Businesstravel,Business,2584,0,0
dissatisfied,Male,LoyalCustomer,69,Businesstravel,EcoPlus,1995,0,0
satisfied,Male,LoyalCustomer,69,Businesstravel,Eco,1303,0,0
satisfied,Male,LoyalCustomer,48,Businesstravel,Business,2590,0,0
satisfied,Male,LoyalCustomer,34,Businesstravel,Business,2591,0,0
dissatisfied,Male,LoyalCustomer,29,Businesstravel,Business,3969,13,0
dissatisfied,Female,LoyalCustomer,47,Businesstravel,Business,2571,0,0
dissatisfied,Male,LoyalCustomer,68,Businesstravel,Eco,1959,1,0
dissatisfied,Female,LoyalCustomer,68,Businesstravel,Eco,293,2,0
satisfied,Male,LoyalCustomer,68,Businesstravel,EcoPlus,1747,0,0
dissatisfied,Male,LoyalCustomer,29,Businesstravel,Business,4136,0,0
satisfied,Male,LoyalCustomer,39,Businesstravel,Business,2547,0,0
dissatisfied,Female,LoyalCustomer,67,Businesstravel,Eco,634,0,0
dissatisfied,Male,LoyalCustomer,67,Businesstravel,Eco,1627,0,0
dissatisfied,Female,LoyalCustomer,33,Businesstravel,Business,2522,0,0
satisfied,Female,LoyalCustomer,48,Businesstravel,Business,2561,0,0
satisfied,Female,LoyalCustomer,66,Businesstravel,Eco,777,0,0
dissatisfied,Female,LoyalCustomer,66,Businesstravel,EcoPlus,739,0,0
dissatisfied,Male,LoyalCustomer,66,Businesstravel,EcoPlus,2158,0,0
dissatisfied,Male,LoyalCustomer,66,Businesstravel,Eco,1423,0,0
dissatisfied,Female,LoyalCustomer,66,Businesstravel,Eco,247,7,0
dissatisfied,Male,LoyalCustomer,66,Businesstravel,Eco,1635,0,0
satisfied,Male,LoyalCustomer,34,Businesstravel,Business,2478,0,0
dissatisfied,Female,LoyalCustomer,65,Businesstravel,EcoPlus,2253,0,0
dissatisfied,Female,LoyalCustomer,65,Businesstravel,EcoPlus,1743,3,0
dissatisfied,Male,LoyalCustomer,65,Businesstravel,Eco,1574,0,0
dissatisfied,Female,LoyalCustomer,65,Businesstravel,Eco,385,0,0
dissatisfied,Male,LoyalCustomer,65,Businesstravel,EcoPlus,1190,0,0
dissatisfied,Male,LoyalCustomer,19,Businesstravel,Business,3878,4,0
satisfied,Female,LoyalCustomer,47,Businesstravel,Business,2455,0,0
dissatisfied,Male,LoyalCustomer,64,Businesstravel,EcoPlus,2094,0,0
dissatisfied,Male,LoyalCustomer,64,Businesstravel,EcoPlus,1451,0,0
satisfied,Female,LoyalCustomer,36,Businesstravel,Business,2483,0,0
satisfied,Male,LoyalCustomer,53,Businesstravel,Business,2467,0,0
dissatisfied,Female,LoyalCustomer,45,Businesstravel,Business,2434,0,0
satisfied,Female,LoyalCustomer,59,Businesstravel,Business,2442,1,0
satisfied,Male,LoyalCustomer,58,Businesstravel,Business,2451,0,0
dissatisfied,Female,LoyalCustomer,35,Businesstravel,Business,2462,0,0
dissatisfied,Male,LoyalCustomer,63,Businesstravel,Eco,2136,0,0
dissatisfied,Female,LoyalCustomer,63,Businesstravel,Eco,1003,0,0
dissatisfied,Male,LoyalCustomer,63,Businesstravel,Eco,2182,0,0
dissatisfied,Male,LoyalCustomer,63,Businesstravel,EcoPlus,1679,0,0
dissatisfied,Male,LoyalCustomer,63,Businesstravel,Eco,2087,14,0
satisfied,Male,LoyalCustomer,63,Businesstravel,Eco,2085,7,0
dissatisfied,Female,LoyalCustomer,63,Businesstravel,Eco,306,0,0
dissatisfied,Female,LoyalCustomer,23,Businesstravel,Business,3696,27,0
satisfied,Female,LoyalCustomer,46,Businesstravel,Business,2441,0,0
satisfied,Male,LoyalCustomer,58,Businesstravel,Business,2393,1,0
dissatisfied,Male,LoyalCustomer,62,Businesstravel,Eco,2656,0,0
dissatisfied,Female,LoyalCustomer,62,Businesstravel,Eco,1241,0,0
dissatisfied,Female,LoyalCustomer,62,Businesstravel,EcoPlus,409,0,0
dissatisfied,Male,LoyalCustomer,62,Businesstravel,EcoPlus,1540,0,0
dissatisfied,Female,LoyalCustomer,62,Businesstravel,Eco,313,6,0
dissatisfied,Female,LoyalCustomer,62,Businesstravel,Eco,331,0,0
dissatisfied,Female,LoyalCustomer,62,Businesstravel,Eco,277,0,0
dissatisfied,Male,LoyalCustomer,62,Businesstravel,Eco,1190,0,0
dissatisfied,Female,LoyalCustomer,48,Businesstravel,Business,2378,4,0
dissatisfied,Female,LoyalCustomer,27,Businesstravel,Business,3680,8,0
satisfied,Male,LoyalCustomer,20,Businesstravel,Business,3244,0,0
dissatisfied,Male,LoyalCustomer,49,Businesstravel,Business,2362,0,0
satisfied,Female,LoyalCustomer,49,Businesstravel,Business,2352,2,0
satisfied,Female,LoyalCustomer,60,Businesstravel,Business,2379,0,0
dissatisfied,Female,LoyalCustomer,41,Businesstravel,Business,2322,0,0
dissatisfied,Female,LoyalCustomer,32,Businesstravel,Business,3516,0,0
satisfied,Female,LoyalCustomer,61,Businesstravel,EcoPlus,683,0,0
dissatisfied,Female,LoyalCustomer,61,Businesstravel,EcoPlus,651,0,0
dissatisfied,Female,LoyalCustomer,61,Businesstravel,Eco,577,0,0
dissatisfied,Male,LoyalCustomer,61,Businesstravel,Eco,1151,0,0
dissatisfied,Female,LoyalCustomer,61,Businesstravel,EcoPlus,331,0,0
dissatisfied,Male,LoyalCustomer,31,Businesstravel,Business,3097,4,0
satisfied,Female,LoyalCustomer,36,Businesstravel,Business,2287,0,0
satisfied,Male,LoyalCustomer,46,Businesstravel,Business,2311,0,0
satisfied,Male,LoyalCustomer,42,Businesstravel,Business,2270,0,0
dissatisfied,Male,LoyalCustomer,39,Businesstravel,Business,2291,0,0
dissatisfied,Female,LoyalCustomer,63,Businesstravel,Business,2254,0,0
satisfied,Male,LoyalCustomer,53,Businesstravel,Business,2253,0,0
dissatisfied,Male,LoyalCustomer,63,Businesstravel,Business,2228,0,0
dissatisfied,Male,LoyalCustomer,25,Businesstravel,Business,3323,0,0
dissatisfied,Male,LoyalCustomer,53,Businesstravel,Business,2249,0,0
dissatisfied,Male,LoyalCustomer,29,Businesstravel,Business,3280,0,0
dissatisfied,Female,LoyalCustomer,43,Businesstravel,Business,2224,0,0
satisfied,Male,LoyalCustomer,40,Businesstravel,Business,2168,0,0
dissatisfied,Female,LoyalCustomer,10,Businesstravel,Business,3865,0,0
dissatisfied,Male,LoyalCustomer,56,Businesstravel,Business,2173,4,0
dissatisfied,Female,LoyalCustomer,59,Businesstravel,Business,2179,0,0
satisfied,Male,LoyalCustomer,27,Businesstravel,Business,3583,0,0
dissatisfied,Male,LoyalCustomer,46,Businesstravel,Business,2148,24,0
dissatisfied,Female,LoyalCustomer,33,Businesstravel,Business,2137,0,0
dissatisfied,Male,LoyalCustomer,32,Businesstravel,Business,3073,0,0
satisfied,Female,LoyalCustomer,25,Businesstravel,Business,2703,0,0
dissatisfied,Male,LoyalCustomer,60,Businesstravel,Eco,2886,0,0
dissatisfied,Female,LoyalCustomer,60,Businesstravel,Eco,628,0,0
dissatisfied,Male,LoyalCustomer,60,Businesstravel,EcoPlus,1426,0,0
dissatisfied,Female,LoyalCustomer,60,Businesstravel,Eco,357,0,0
dissatisfied,Female,LoyalCustomer,26,Businesstravel,Business,3399,4,0
satisfied,Male,LoyalCustomer,60,Businesstravel,EcoPlus,1099,0,0
dissatisfied,Male,LoyalCustomer,60,Businesstravel,Eco,1693,0,0
dissatisfied,Female,LoyalCustomer,60,Businesstravel,Eco,87,0,0
dissatisfied,Female,LoyalCustomer,25,Businesstravel,Business,3307,15,0
dissatisfied,Female,LoyalCustomer,63,Businesstravel,Business,1964,0,0
dissatisfied,Male,LoyalCustomer,25,Businesstravel,Business,3779,0,0
dissatisfied,Female,LoyalCustomer,35,Businesstravel,Business,1979,0,0
dissatisfied,Male,LoyalCustomer,59,Businesstravel,Business,1949,0,0
dissatisfied,Male,LoyalCustomer,50,Businesstravel,Business,1951,0,0
dissatisfied,Male,LoyalCustomer,43,Businesstravel,Business,1965,0,0
dissatisfied,Female,LoyalCustomer,60,Businesstravel,Eco,464,0,0
satisfied,Male,LoyalCustomer,60,Businesstravel,Eco,1833,0,0
dissatisfied,Male,LoyalCustomer,60,Businesstravel,Eco,1853,0,0
dissatisfied,Male,LoyalCustomer,60,Businesstravel,Eco,1717,20,0
dissatisfied,Female,LoyalCustomer,33,Businesstravel,Business,1932,0,0
dissatisfied,Female,LoyalCustomer,57,Businesstravel,Business,1930,0,0
dissatisfied,Male,LoyalCustomer,32,Businesstravel,Business,3794,0,0
dissatisfied,Male,LoyalCustomer,70,Businesstravel,Business,1911,0,0
dissatisfied,Female,LoyalCustomer,59,Businesstravel,Eco,1865,0,0
dissatisfied,Female,LoyalCustomer,34,Businesstravel,Business,1918,0,0
dissatisfied,Male,LoyalCustomer,59,Businesstravel,Eco,1995,0,0
dissatisfied,Female,LoyalCustomer,59,Businesstravel,Eco,862,0,0
dissatisfied,Male,LoyalCustomer,59,Businesstravel,EcoPlus,2241,0,0
dissatisfied,Male,LoyalCustomer,31,Businesstravel,Business,2851,0,0
dissatisfied,Female,LoyalCustomer,59,Businesstravel,Eco,450,0,0
dissatisfied,Female,LoyalCustomer,59,Businesstravel,Eco,452,0,0
dissatisfied,Male,LoyalCustomer,20,Businesstravel,Business,3052,0,0
satisfied,Male,LoyalCustomer,56,Businesstravel,Business,1895,8,0
dissatisfied,Female,LoyalCustomer,59,Businesstravel,EcoPlus,409,5,0
dissatisfied,Male,LoyalCustomer,59,Businesstravel,Eco,1296,0,0
dissatisfied,Male,LoyalCustomer,59,Businesstravel,Eco,2124,4,0
satisfied,Male,LoyalCustomer,28,Businesstravel,Business,3059,0,0
dissatisfied,Female,LoyalCustomer,59,Businesstravel,Eco,252,0,0
dissatisfied,Female,LoyalCustomer,44,Businesstravel,Business,1857,11,0
satisfied,Male,LoyalCustomer,28,Businesstravel,Business,3353,0,0
satisfied,Male,LoyalCustomer,25,Businesstravel,Business,3030,0,0
satisfied,Female,LoyalCustomer,23,Businesstravel,Business,3395,1,0
satisfied,Male,LoyalCustomer,20,Businesstravel,Business,3185,8,0
dissatisfied,Male,LoyalCustomer,54,Businesstravel,Business,1800,0,0
dissatisfied,Female,LoyalCustomer,47,Businesstravel,Business,1815,0,0
dissatisfied,Female,LoyalCustomer,36,Businesstravel,Business,1774,0,0
dissatisfied,Male,LoyalCustomer,36,Businesstravel,Business,1784,0,0
satisfied,Male,LoyalCustomer,25,Businesstravel,Business,3080,0,0
dissatisfied,Male,LoyalCustomer,55,Businesstravel,Business,1783,0,0
dissatisfied,Male,LoyalCustomer,54,Businesstravel,Business,1797,0,0
satisfied,Male,LoyalCustomer,50,Businesstravel,Business,1769,0,0
dissatisfied,Male,LoyalCustomer,49,Businesstravel,Business,1747,0,0
satisfied,Female,LoyalCustomer,58,Businesstravel,Business,1772,0,0
dissatisfied,Male,LoyalCustomer,23,Businesstravel,Business,3153,5,0
dissatisfied,Male,LoyalCustomer,8,Businesstravel,Business,3548,0,0
satisfied,Male,LoyalCustomer,42,Businesstravel,Business,1779,0,0
satisfied,Female,LoyalCustomer,34,Businesstravel,Business,1746,0,0
dissatisfied,Female,LoyalCustomer,59,Businesstravel,Eco,355,0,0
dissatisfied,Female,LoyalCustomer,59,Businesstravel,Eco,684,0,0
dissatisfied,Male,LoyalCustomer,59,Businesstravel,Eco,2281,2,0
dissatisfied,Male,LoyalCustomer,59,Businesstravel,Eco,1937,0,0
dissatisfied,Male,LoyalCustomer,59,Businesstravel,Eco,2554,0,0
dissatisfied,Male,LoyalCustomer,59,Businesstravel,Eco,2408,0,0
dissatisfied,Male,LoyalCustomer,59,Businesstravel,Eco,1549,0,0
dissatisfied,Female,LoyalCustomer,58,Businesstravel,Eco,1643,0,0
dissatisfied,Female,LoyalCustomer,58,Businesstravel,Eco,1075,0,0
dissatisfied,Male,LoyalCustomer,58,Businesstravel,EcoPlus,1918,3,0
dissatisfied,Female,LoyalCustomer,58,Businesstravel,Eco,369,6,0
satisfied,Female,LoyalCustomer,58,Businesstravel,EcoPlus,210,0,0
dissatisfied,Male,LoyalCustomer,58,Businesstravel,EcoPlus,1194,0,0
dissatisfied,Male,LoyalCustomer,58,Businesstravel,Eco,1100,1,0
dissatisfied,Male,LoyalCustomer,47,Businesstravel,Business,1756,0,0
satisfied,Male,LoyalCustomer,29,Businesstravel,Business,3499,0,0
dissatisfied,Male,LoyalCustomer,29,Businesstravel,Business,3145,0,0
dissatisfied,Female,LoyalCustomer,32,Businesstravel,Business,3286,0,0
satisfied,Male,LoyalCustomer,38,Businesstravel,Business,1721,3,0
dissatisfied,Female,LoyalCustomer,69,Businesstravel,Business,1718,4,0
dissatisfied,Male,LoyalCustomer,21,Businesstravel,Business,2890,0,0
satisfied,Female,LoyalCustomer,48,Businesstravel,Business,1688,8,0
dissatisfied,Female,LoyalCustomer,45,Businesstravel,Business,1652,0,0
dissatisfied,Male,LoyalCustomer,35,Businesstravel,Business,1649,0,0
dissatisfied,Male,LoyalCustomer,53,Businesstravel,Business,1670,0,0
dissatisfied,Female,LoyalCustomer,31,Businesstravel,Business,2472,4,0
dissatisfied,Female,LoyalCustomer,35,Businesstravel,Business,1663,0,0
dissatisfied,Male,LoyalCustomer,49,Businesstravel,Business,1641,0,0
dissatisfied,Male,LoyalCustomer,38,Businesstravel,Business,1641,0,0
dissatisfied,Male,LoyalCustomer,18,Businesstravel,Business,2757,0,0
dissatisfied,Female,LoyalCustomer,53,Businesstravel,Business,1604,0,0
satisfied,Male,LoyalCustomer,52,Businesstravel,Business,1642,0,0
dissatisfied,Female,LoyalCustomer,33,Businesstravel,Business,1643,0,0
dissatisfied,Female,LoyalCustomer,17,Businesstravel,Business,2832,0,0
dissatisfied,Female,LoyalCustomer,53,Businesstravel,Business,1592,5,0
satisfied,Female,LoyalCustomer,48,Businesstravel,Business,1607,0,0
dissatisfied,Female,LoyalCustomer,24,Businesstravel,Business,2757,0,0
satisfied,Female,LoyalCustomer,50,Businesstravel,Business,1610,5,0
satisfied,Female,LoyalCustomer,37,Businesstravel,Business,1630,0,0
dissatisfied,Male,LoyalCustomer,17,Businesstravel,Business,2867,0,0
satisfied,Female,LoyalCustomer,54,Businesstravel,Business,1597,2,0
dissatisfied,Female,LoyalCustomer,58,Businesstravel,Business,1603,0,0
satisfied,Female,LoyalCustomer,41,Businesstravel,Business,1581,0,0
satisfied,Male,LoyalCustomer,35,Businesstravel,Business,1597,0,0
dissatisfied,Male,LoyalCustomer,30,Businesstravel,Business,2427,0,0
satisfied,Female,LoyalCustomer,58,Businesstravel,Business,1597,0,0
satisfied,Male,LoyalCustomer,44,Businesstravel,Business,1565,0,0
satisfied,Female,LoyalCustomer,39,Businesstravel,Business,1567,7,0
satisfied,Female,LoyalCustomer,59,Businesstravel,Business,1552,0,0
dissatisfied,Female,LoyalCustomer,58,Businesstravel,Eco,1121,0,0
satisfied,Male,LoyalCustomer,58,Businesstravel,Eco,1765,0,0
dissatisfied,Male,LoyalCustomer,58,Businesstravel,Eco,1663,5,0
dissatisfied,Male,LoyalCustomer,58,Businesstravel,Eco,1848,0,0
dissatisfied,Female,LoyalCustomer,58,Businesstravel,Eco,730,0,0
dissatisfied,Male,LoyalCustomer,57,Businesstravel,EcoPlus,3693,6,0
dissatisfied,Female,LoyalCustomer,57,Businesstravel,Eco,870,0,0
dissatisfied,Female,LoyalCustomer,57,Businesstravel,Eco,786,0,0
dissatisfied,Female,LoyalCustomer,57,Businesstravel,EcoPlus,543,0,0
dissatisfied,Female,LoyalCustomer,57,Businesstravel,EcoPlus,431,0,0
dissatisfied,Female,LoyalCustomer,57,Businesstravel,Eco,350,0,0
satisfied,Male,LoyalCustomer,57,Businesstravel,Eco,2034,0,0
dissatisfied,Female,LoyalCustomer,57,Businesstravel,Eco,286,0,0
dissatisfied,Female,LoyalCustomer,57,Businesstravel,Eco,63,0,0
dissatisfied,Female,LoyalCustomer,57,Businesstravel,Eco,72,0,0
dissatisfied,Male,LoyalCustomer,57,Businesstravel,Eco,698,0,0
satisfied,Female,LoyalCustomer,24,Businesstravel,Business,2883,0,0
dissatisfied,Male,LoyalCustomer,25,Businesstravel,Business,3293,0,0
satisfied,Male,LoyalCustomer,59,Businesstravel,Business,1536,0,0
dissatisfied,Male,LoyalCustomer,12,Businesstravel,Business,2966,0,0
